,text,level,node,lemmas,pos,stops
972,"A person who, having been appointed an election officer and having taken the election officer’s oath of office, neglects or refuses to perform any duty to be performed by that election officer is guilty of an offence and liable to a fine of not more than",7,Alberta_Election_Act--Administrative_Penalties_and_Offences--5--None--0--Refusal_by_election_officer_to_carry_out_duties--155,"['a', 'person', 'who', ',', 'having', 'be', 'appoint', 'an', 'election', 'officer', 'and', 'having', 'take', 'the', 'election', 'officer', '’s', 'oath', 'of', 'office', ',', 'neglect', 'or', 'refuse', 'to', 'perform', 'any', 'duty', 'to', 'be', 'perform', 'by', 'that', 'election', 'officer', 'be', 'guilty', 'of', 'an', 'offence', 'and', 'liable', 'to', 'a', 'fine', 'of', 'not', 'more', 'than']","['DET', 'NOUN', 'PRON', 'PUNCT', 'AUX', 'AUX', 'VERB', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'AUX', 'VERB', 'DET', 'NOUN', 'NOUN', 'PART', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'CCONJ', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'PART', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'AUX', 'ADJ', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'PART', 'ADJ', 'ADP']","[True, False, True, False, False, True, False, True, False, False, True, False, False, True, False, False, True, False, True, False, False, False, True, False, True, False, True, False, True, True, False, True, True, False, False, True, False, True, True, False, True, False, True, True, False, True, True, True, True]"
973,"no titles, degrees, prefixes or suffixes may be included with a name.",9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Contents_of_ballots--83--3--d","['no', 'title', ',', 'degree', ',', 'prefix', 'or', 'suffix', 'may', 'be', 'include', 'with', 'a', 'name', '.']","['DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","[True, False, False, False, False, False, True, False, True, True, False, True, True, True, False]"
974,"by reason of any writing, number or mark made or omitted by the deputy returning officer, or",9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Procedure_on_close_of_poll--111--6--a","['by', 'reason', 'of', 'any', 'writing', ',', 'number', 'or', 'mark', 'make', 'or', 'omit', 'by', 'the', 'deputy', 'return', 'officer', ',', 'or']","['ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'NOUN', 'PUNCT', 'CCONJ']","[True, False, True, True, False, False, False, True, False, True, True, False, True, True, False, False, False, False, True]"
975,a member of the treatment centre or emergency shelter staff.,9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Presence_at_mobile_poll--122--2--d","['a', 'member', 'of', 'the', 'treatment', 'centre', 'or', 'emergency', 'shelter', 'staff', '.']","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']","[True, False, True, True, False, False, True, False, False, False, False]"
976,Posting of bulletins,6,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Posting_of_bulletins","['posting', 'of', 'bulletin']","['NOUN', 'ADP', 'NOUN']","[False, True, False]"
977,"Subject to section 4(3.1) and (3.5), if it is found to be impractical to hold the poll in a polling place fixed by the returning officer, the returning officer may fix a different polling place as near as possible to the location originally fixed and shall give immediate notice of the change to all candidates or their official agents and publish the change on the Chief Electoral Officer’s website and in any other manner the Chief Electoral Officer considers necessary.",8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Change_of_polling_place--53--1","['subject', 'to', 'section', '4(3.1', ')', 'and', '(', '3.5', ')', ',', 'if', 'it', 'be', 'find', 'to', 'be', 'impractical', 'to', 'hold', 'the', 'poll', 'in', 'a', 'polling', 'place', 'fix', 'by', 'the', 'return', 'officer', ',', 'the', 'return', 'officer', 'may', 'fix', 'a', 'different', 'polling', 'place', 'as', 'near', 'as', 'possible', 'to', 'the', 'location', 'originally', 'fix', 'and', 'shall', 'give', 'immediate', 'notice', 'of', 'the', 'change', 'to', 'all', 'candidate', 'or', 'their', 'official', 'agent', 'and', 'publish', 'the', 'change', 'on', 'the', 'Chief', 'Electoral', 'Officer', '’s', 'website', 'and', 'in', 'any', 'other', 'manner', 'the', 'Chief', 'Electoral', 'Officer', 'consider', 'necessary', '.']","['ADJ', 'ADP', 'NOUN', 'NUM', 'PUNCT', 'CCONJ', 'PUNCT', 'NUM', 'PUNCT', 'PUNCT', 'SCONJ', 'PRON', 'AUX', 'VERB', 'PART', 'AUX', 'ADJ', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'VERB', 'NOUN', 'PUNCT', 'DET', 'VERB', 'NOUN', 'AUX', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADV', 'ADV', 'ADP', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADV', 'VERB', 'CCONJ', 'AUX', 'VERB', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PRON', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PART', 'NOUN', 'CCONJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'DET', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'ADJ', 'PUNCT']","[False, True, False, False, False, True, False, False, False, False, True, True, True, False, True, True, False, True, False, True, False, True, True, False, False, False, True, True, False, False, False, True, False, False, True, False, True, False, False, False, True, False, True, False, True, True, False, False, False, True, False, True, False, False, True, True, False, True, True, False, True, True, False, False, True, False, True, False, True, True, False, False, False, True, False, True, True, True, True, False, True, False, False, False, False, False, False]"
978,"serving the respondent with a notice of withdrawal, and in that case the Court shall on application order the petitioner to pay the respondent’s costs of and incidental to the petition and the proceedings under it.",9,Alberta_Election_Act--Controverted_Elections--7--None--0--Withdrawal_from_proceedings--196--1--b,"['serve', 'the', 'respondent', 'with', 'a', 'notice', 'of', 'withdrawal', ',', 'and', 'in', 'that', 'case', 'the', 'Court', 'shall', 'on', 'application', 'order', 'the', 'petitioner', 'to', 'pay', 'the', 'respondent', '’s', 'cost', 'of', 'and', 'incidental', 'to', 'the', 'petition', 'and', 'the', 'proceeding', 'under', 'it', '.']","['VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'PROPN', 'AUX', 'ADP', 'NOUN', 'NOUN', 'DET', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'PART', 'NOUN', 'ADP', 'CCONJ', 'ADJ', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'PRON', 'PUNCT']","[False, True, False, True, True, False, True, False, False, True, True, True, False, True, False, False, True, False, False, True, False, True, False, True, False, True, False, True, True, False, True, True, False, True, True, False, True, True, False]"
979,Eligibility,6,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Eligibility",['eligibility'],['NOUN'],[False]
980,Division 2,4,Alberta_Election_Act--Investigations--4.1--None,"['division', '2']","['NOUN', 'NUM']","[False, False]"
981,Time and place of trial,6,Alberta_Election_Act--Controverted_Elections--7--None--0--Time_and_place_of_trial,"['time', 'and', 'place', 'of', 'trial']","['NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN']","[False, True, False, True, False]"
982,"A registered political party, registered constituency association or registered candidate shall, within 30 days after receiving a written request from the Election Commissioner or within an extended period that the Election Commissioner may determine, provide any information with respect to the affairs of the registered political party, registered constituency association or registered candidate that is reasonably required by the Election Commissioner in the course of the Election Commissioner’s duties under this Act.",8,Alberta_Election_Act--Investigations--4.1--None--2--Duties_and_powers_of_the_Election_Commissioner--153.09--5,"['a', 'register', 'political', 'party', ',', 'register', 'constituency', 'association', 'or', 'register', 'candidate', 'shall', ',', 'within', '30', 'day', 'after', 'receive', 'a', 'write', 'request', 'from', 'the', 'Election', 'Commissioner', 'or', 'within', 'an', 'extended', 'period', 'that', 'the', 'Election', 'Commissioner', 'may', 'determine', ',', 'provide', 'any', 'information', 'with', 'respect', 'to', 'the', 'affair', 'of', 'the', 'register', 'political', 'party', ',', 'register', 'constituency', 'association', 'or', 'register', 'candidate', 'that', 'be', 'reasonably', 'require', 'by', 'the', 'Election', 'Commissioner', 'in', 'the', 'course', 'of', 'the', 'Election', 'Commissioner', '’s', 'duty', 'under', 'this', 'Act', '.']","['DET', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PROPN', 'PROPN', 'CCONJ', 'VERB', 'NOUN', 'AUX', 'PUNCT', 'ADP', 'NUM', 'NOUN', 'ADP', 'VERB', 'DET', 'VERB', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'CCONJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'PRON', 'DET', 'PROPN', 'PROPN', 'AUX', 'VERB', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PROPN', 'PROPN', 'CCONJ', 'VERB', 'NOUN', 'PRON', 'AUX', 'ADV', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PART', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']","[True, False, False, False, False, False, False, False, True, False, False, False, False, True, False, False, True, False, True, False, False, True, True, False, False, True, True, True, False, False, True, True, False, False, True, False, False, False, True, False, True, False, True, True, False, True, True, False, False, False, False, False, False, False, True, False, False, True, True, False, False, True, True, False, False, True, True, False, True, True, False, False, True, False, True, True, False, False]"
983,"is a continuation of earlier publications or advertisements and is required for ongoing programs of a department or a Provincial corporation, or",9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Restrictions_on_government_advertising--134.1--3--c","['be', 'a', 'continuation', 'of', 'early', 'publication', 'or', 'advertisement', 'and', 'be', 'require', 'for', 'ongoing', 'program', 'of', 'a', 'department', 'or', 'a', 'provincial', 'corporation', ',', 'or']","['AUX', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'CCONJ', 'AUX', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ']","[True, True, False, True, False, False, True, False, True, True, False, True, False, False, True, True, False, True, True, False, False, False, True]"
984,Election Finances and Contributions Disclosure Act,6,Alberta_Election_Act--Corrupt_Practices--6--None--0--Election_Finances_and_Contributions_Disclosure_Act,"['Election', 'Finances', 'and', 'Contributions', 'Disclosure', 'Act']","['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PROPN']","[False, False, True, False, False, False]"
985,"a sufficient number of copies of the prescribed form for the appointment of scrutineers,",10,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Material_to_be_provided_to_candidate--63--0--a--iii","['a', 'sufficient', 'number', 'of', 'copy', 'of', 'the', 'prescribed', 'form', 'for', 'the', 'appointment', 'of', 'scrutineer', ',']","['DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","[True, False, False, True, False, True, True, False, False, True, True, False, True, False, False]"
986,Compliance agreements,6,Alberta_Election_Act--Administrative_Penalties_and_Offences--5--None--0--Compliance_agreements,"['compliance', 'agreement']","['NOUN', 'NOUN']","[False, False]"
987,"the person being nominated provides the returning officer with identification in a form prescribed by the Chief Electoral Officer,",9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Filing_nomination_papers--61--1--d.1","['the', 'person', 'be', 'nominate', 'provide', 'the', 'return', 'officer', 'with', 'identification', 'in', 'a', 'form', 'prescribe', 'by', 'the', 'Chief', 'Electoral', 'Officer', ',']","['DET', 'NOUN', 'AUX', 'VERB', 'VERB', 'DET', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","[True, False, True, False, False, True, False, False, True, False, True, True, False, False, True, True, False, False, False, False]"
988,"Notwithstanding section 30, an enumeration in a designated remote area shall, subject to",8,Alberta_Election_Act--Election_Lists--2--None--3--Remote_areas--31--3,"['notwithstanding', 'section', '30', ',', 'an', 'enumeration', 'in', 'a', 'designate', 'remote', 'area', 'shall', ',', 'subject', 'to']","['ADP', 'NOUN', 'NUM', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'VERB', 'ADJ', 'NOUN', 'AUX', 'PUNCT', 'ADJ', 'ADP']","[False, False, False, False, True, False, True, True, False, False, False, False, False, False, True]"
989,every person or organization who,10,Alberta_Election_Act--Investigations--4.1--None--2--Notice_of_investigation_and_conclusion--153.091--4--a--i,"['every', 'person', 'or', 'organization', 'who']","['DET', 'NOUN', 'CCONJ', 'NOUN', 'PRON']","[True, False, True, False, True]"
990,"the wording of the survey questions in respect of which data was obtained, and",9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Transmission_of_election_survey_results--135.2--2--a","['the', 'wording', 'of', 'the', 'survey', 'question', 'in', 'respect', 'of', 'which', 'datum', 'be', 'obtain', ',', 'and']","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PRON', 'NOUN', 'AUX', 'VERB', 'PUNCT', 'CCONJ']","[True, False, True, True, False, False, True, False, True, True, False, True, False, False, True]"
991,"information about the method used to collect the data from which the survey results were derived, including",9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Transmission_of_election_survey_results--135.2--4--d","['information', 'about', 'the', 'method', 'use', 'to', 'collect', 'the', 'datum', 'from', 'which', 'the', 'survey', 'result', 'be', 'derive', ',', 'include']","['NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'DET', 'NOUN', 'NOUN', 'AUX', 'VERB', 'PUNCT', 'VERB']","[False, True, True, False, True, True, False, True, False, True, True, True, False, False, True, False, False, False]"
992,The returning officer shall establish at least one and no more than 4 polling places to enable electors to vote in advance at an election.,8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Polling_place_for_advance_poll--98--1","['the', 'return', 'officer', 'shall', 'establish', 'at', 'least', 'one', 'and', 'no', 'more', 'than', '4', 'polling', 'place', 'to', 'enable', 'elector', 'to', 'vote', 'in', 'advance', 'at', 'an', 'election', '.']","['DET', 'VERB', 'NOUN', 'AUX', 'VERB', 'ADV', 'ADJ', 'NUM', 'CCONJ', 'DET', 'ADJ', 'ADP', 'NUM', 'NOUN', 'NOUN', 'PART', 'VERB', 'NOUN', 'PART', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[True, False, False, False, False, True, True, True, True, True, True, True, False, False, False, True, False, False, True, False, True, False, True, True, False, False]"
993,"cause or permit the obstruction or interference with, the free access of an enumerator to each residential unit in a multiple dwelling site.",9,Alberta_Election_Act--Election_Lists--2--None--3--Right_of_access_for_enumerations--29--3--b,"['cause', 'or', 'permit', 'the', 'obstruction', 'or', 'interference', 'with', ',', 'the', 'free', 'access', 'of', 'an', 'enumerator', 'to', 'each', 'residential', 'unit', 'in', 'a', 'multiple', 'dwelling', 'site', '.']","['VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","[False, True, False, True, False, True, False, True, False, True, False, False, True, True, False, True, True, False, False, True, True, False, False, False, False]"
994,All ballots shall be legible and as nearly alike as possible.,8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Contents_of_ballots--83--7","['all', 'ballot', 'shall', 'be', 'legible', 'and', 'as', 'nearly', 'alike', 'as', 'possible', '.']","['DET', 'NOUN', 'AUX', 'AUX', 'ADJ', 'CCONJ', 'ADV', 'ADV', 'ADV', 'ADP', 'ADJ', 'PUNCT']","[True, False, False, True, False, True, True, False, False, True, False, False]"
995,Multiple voting,6,Alberta_Election_Act--Corrupt_Practices--6--None--0--Multiple_voting,"['multiple', 'voting']","['ADJ', 'NOUN']","[False, False]"
996,"In any proceeding under this Act it is not necessary at any hearing to produce the writ or the election return or to establish the authority of the returning officer founded on the writ, but general evidence is sufficient.",7,Alberta_Election_Act--General--8--None--0--General_evidence--203,"['in', 'any', 'proceeding', 'under', 'this', 'act', 'it', 'be', 'not', 'necessary', 'at', 'any', 'hearing', 'to', 'produce', 'the', 'writ', 'or', 'the', 'election', 'return', 'or', 'to', 'establish', 'the', 'authority', 'of', 'the', 'return', 'officer', 'found', 'on', 'the', 'writ', ',', 'but', 'general', 'evidence', 'be', 'sufficient', '.']","['ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'AUX', 'PART', 'ADJ', 'ADP', 'DET', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'VERB', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'ADJ', 'NOUN', 'AUX', 'ADJ', 'PUNCT']","[True, True, False, True, True, False, True, True, True, False, True, True, False, True, False, True, False, True, True, False, False, True, True, False, True, False, True, True, False, False, False, True, True, False, False, True, False, False, True, False, False]"
